s,"tamp,datetime,","humidity,t",emperature
"""","1497825557"",""",18/06/2017,"22:39:17"",""64.1"",""18.3"""
"""","1497825558"",""",18/06/2017,"22:39:18"",""64.1"",""18.3"""
"""","1497825559"",""",18/06/2017,"22:39:19"",""64.1"",""18.3"""
"""","1497825560"",""",18/06/2017,"22:39:20"",""64.1"",""18.3"""
"""","1497825561"",""",18/06/2017,"22:39:21"",""64.0"",""18.3"""
"""","1497825562"",""",18/06/2017,"22:39:22"",""64.0"",""18.3"""
"""","1497825563"",""",18/06/2017,"22:39:23"",""64.0"",""18.3"""
"""","1497825564"",""",18/06/2017,"22:39:24"",""64.0"",""18.3"""
"""","1497825565"",""",18/06/2017,"22:39:25"",""64.0"",""18.3"""
"""","1497825566"",""",18/06/2017,"22:39:26"",""64.0"",""18.3"""
"""","1497825567"",""",18/06/2017,"22:39:27"",""63.9"",""18.3"""
"""","1497825568"",""",18/06/2017,"22:39:28"",""63.9"",""18.3"""
"""","1497825569"",""",18/06/2017,"22:39:29"",""64.0"",""18.3"""
"""","1497825570"",""",18/06/2017,"22:39:30"",""64.0"",""18.3"""
"""","1497825571"",""",18/06/2017,"22:39:31"",""64.0"",""18.3"""
"""","1497825572"",""",18/06/2017,"22:39:32"",""64.0"",""18.3"""
"""","1497825573"",""",18/06/2017,"22:39:33"",""64.0"",""18.3"""
"""","1497825574"",""",18/06/2017,"22:39:34"",""64.0"",""18.3"""
"""","1497825575"",""",18/06/2017,"22:39:35"",""64.0"",""18.3"""
"""","1497825576"",""",18/06/2017,"22:39:36"",""64.0"",""18.3"""
"""","1497825577"",""",18/06/2017,"22:39:37"",""64.0"",""18.3"""
"""","1497825578"",""",18/06/2017,"22:39:38"",""64.1"",""18.3"""
"""","1497825579"",""",18/06/2017,"22:39:39"",""64.1"",""18.3"""
"""","1497825580"",""",18/06/2017,"22:39:40"",""64.2"",""18.3"""
"""","1497825581"",""",18/06/2017,"22:39:41"",""64.2"",""18.3"""
"""","1497825582"",""",18/06/2017,"22:39:42"",""64.2"",""18.3"""
"""","1497825583"",""",18/06/2017,"22:39:43"",""64.2"",""18.3"""
"""","1497825584"",""",18/06/2017,"22:39:44"",""64.2"",""18.3"""
"""","1497825585"",""",18/06/2017,"22:39:45"",""64.2"",""18.3"""
"""","1497825586"",""",18/06/2017,"22:39:46"",""64.2"",""18.3"""
"""","1497825587"",""",18/06/2017,"22:39:47"",""64.2"",""18.3"""
"""","1497825588"",""",18/06/2017,"22:39:48"",""64.2"",""18.3"""
"""","1497825589"",""",18/06/2017,"22:39:49"",""64.2"",""18.3"""
"""","1497825590"",""",18/06/2017,"22:39:50"",""64.2"",""18.3"""
"""","1497825591"",""",18/06/2017,"22:39:51"",""64.2"",""18.3"""
"""","1497825592"",""",18/06/2017,"22:39:52"",""64.2"",""18.3"""
"""","1497825593"",""",18/06/2017,"22:39:53"",""64.2"",""18.3"""
"""","1497825594"",""",18/06/2017,"22:39:54"",""64.2"",""18.3"""
"""","1497825595"",""",18/06/2017,"22:39:55"",""64.1"",""18.3"""
"""","1497825596"",""",18/06/2017,"22:39:56"",""64.1"",""18.3"""
"""","1497825597"",""",18/06/2017,"22:39:57"",""64.0"",""18.3"""
"""","1497825598"",""",18/06/2017,"22:39:58"",""64.0"",""18.3"""
"""","1497825599"",""",18/06/2017,"22:39:59"",""64.0"",""18.3"""
"""","1497825600"",""",18/06/2017,"22:40:0"",""64.0"",""18.3"""
"""","1497825601"",""",18/06/2017,"22:40:1"",""64.0"",""18.3"""
"""","1497825602"",""",18/06/2017,"22:40:2"",""64.0"",""18.4"""
"""","1497825603"",""",18/06/2017,"22:40:3"",""64.0"",""18.4"""
"""","1497825605"",""",18/06/2017,"22:40:5"",""64.0"",""18.3"""
"""","1497825605"",""",18/06/2017,"22:40:5"",""63.8"",""18.3"""
"""","1497825607"",""",18/06/2017,"22:40:7"",""63.8"",""18.3"""
"""","1497825608"",""",18/06/2017,"22:40:8"",""63.7"",""18.3"""
"""","1497825609"",""",18/06/2017,"22:40:9"",""63.7"",""18.3"""
"""","1497825610"",""",18/06/2017,"22:40:10"",""63.7"",""18.3"""
"""","1497825611"",""",18/06/2017,"22:40:11"",""63.7"",""18.3"""
"""","1497825612"",""",18/06/2017,"22:40:12"",""63.7"",""18.3"""
"""","1497825613"",""",18/06/2017,"22:40:13"",""63.7"",""18.3"""
"""","1497825614"",""",18/06/2017,"22:40:14"",""63.7"",""18.3"""
"""","1497825615"",""",18/06/2017,"22:40:15"",""63.7"",""18.3"""
"""","1497825616"",""",18/06/2017,"22:40:16"",""63.7"",""18.3"""
"""","1497825617"",""",18/06/2017,"22:40:17"",""63.8"",""18.4"""
"""","1497825618"",""",18/06/2017,"22:40:18"",""63.8"",""18.4"""
"""","1497825619"",""",18/06/2017,"22:40:19"",""63.6"",""18.3"""
"""","1497825620"",""",18/06/2017,"22:40:20"",""63.6"",""18.3"""
"""","1497825621"",""",18/06/2017,"22:40:21"",""63.6"",""18.3"""
"""","1497825622"",""",18/06/2017,"22:40:22"",""63.7"",""18.4"""
"""","1497825623"",""",18/06/2017,"22:40:23"",""63.7"",""18.4"""
"""","1497825624"",""",18/06/2017,"22:40:24"",""63.5"",""18.3"""
"""","1497825625"",""",18/06/2017,"22:40:25"",""63.5"",""18.3"""
"""","1497825626"",""",18/06/2017,"22:40:26"",""63.5"",""18.3"""
"""","1497825627"",""",18/06/2017,"22:40:27"",""63.5"",""18.3"""
"""","1497825628"",""",18/06/2017,"22:40:28"",""63.5"",""18.3"""
"""","1497825629"",""",18/06/2017,"22:40:29"",""63.5"",""18.3"""
"""","1497825630"",""",18/06/2017,"22:40:30"",""63.5"",""18.3"""
"""","1497825631"",""",18/06/2017,"22:40:31"",""63.5"",""18.3"""
"""","1497825632"",""",18/06/2017,"22:40:32"",""63.5"",""18.3"""
"""","1497825633"",""",18/06/2017,"22:40:33"",""63.5"",""18.3"""
"""","1497825634"",""",18/06/2017,"22:40:34"",""63.6"",""18.3"""
"""","1497825635"",""",18/06/2017,"22:40:35"",""63.6"",""18.3"""
"""","1497825636"",""",18/06/2017,"22:40:36"",""63.6"",""18.3"""
"""","1497825637"",""",18/06/2017,"22:40:37"",""63.6"",""18.3"""
"""","1497825638"",""",18/06/2017,"22:40:38"",""63.7"",""18.4"""
"""","1497825639"",""",18/06/2017,"22:40:39"",""63.7"",""18.4"""
"""","1497825640"",""",18/06/2017,"22:40:40"",""63.7"",""18.4"""
"""","1497825641"",""",18/06/2017,"22:40:41"",""63.6"",""18.3"""
"""","1497825642"",""",18/06/2017,"22:40:42"",""63.6"",""18.3"""
"""","1497825643"",""",18/06/2017,"22:40:43"",""63.6"",""18.3"""
"""","1497825644"",""",18/06/2017,"22:40:44"",""63.6"",""18.3"""
"""","1497825645"",""",18/06/2017,"22:40:45"",""63.7"",""18.3"""
"""","1497825646"",""",18/06/2017,"22:40:46"",""63.7"",""18.3"""
"""","1497825647"",""",18/06/2017,"22:40:47"",""63.7"",""18.3"""
"""","1497825648"",""",18/06/2017,"22:40:48"",""63.7"",""18.3"""
"""","1497825649"",""",18/06/2017,"22:40:49"",""63.7"",""18.3"""
"""","1497825650"",""",18/06/2017,"22:40:50"",""63.7"",""18.3"""
"""","1497825651"",""",18/06/2017,"22:40:51"",""63.7"",""18.3"""
"""","1497825652"",""",18/06/2017,"22:40:52"",""63.7"",""18.3"""
"""","1497825653"",""",18/06/2017,"22:40:53"",""63.7"",""18.3"""
"""","1497825654"",""",18/06/2017,"22:40:54"",""63.7"",""18.3"""
"""","1497825655"",""",18/06/2017,"22:40:55"",""63.7"",""18.3"""
"""","1497825656"",""",18/06/2017,"22:40:56"",""63.7"",""18.3"""
"""","1497825657"",""",18/06/2017,"22:40:57"",""63.9"",""18.4"""
"""","1497825658"",""",18/06/2017,"22:40:58"",""63.9"",""18.4"""
"""","1497825659"",""",18/06/2017,"22:40:59"",""63.8"",""18.3"""
"""","1497825660"",""",18/06/2017,"22:41:0"",""63.8"",""18.3"""
"""","1497825661"",""",18/06/2017,"22:41:1"",""63.8"",""18.3"""
"""","1497825662"",""",18/06/2017,"22:41:2"",""63.8"",""18.3"""
"""","1497825663"",""",18/06/2017,"22:41:3"",""63.8"",""18.3"""
"""","1497825664"",""",18/06/2017,"22:41:4"",""63.9"",""18.3"""
"""","1497825665"",""",18/06/2017,"22:41:5"",""63.9"",""18.3"""
"""","1497825666"",""",18/06/2017,"22:41:6"",""63.8"",""18.3"""
"""","1497825667"",""",18/06/2017,"22:41:7"",""63.8"",""18.3"""
"""","1497825668"",""",18/06/2017,"22:41:8"",""63.8"",""18.3"""
"""","1497825669"",""",18/06/2017,"22:41:9"",""63.9"",""18.3"""
"""","1497825670"",""",18/06/2017,"22:41:10"",""63.9"",""18.3"""
"""","1497825671"",""",18/06/2017,"22:41:11"",""64.0"",""18.4"""
"""","1497825672"",""",18/06/2017,"22:41:12"",""64.0"",""18.4"""
"""","1497825673"",""",18/06/2017,"22:41:13"",""63.9"",""18.3"""
"""","1497825674"",""",18/06/2017,"22:41:14"",""63.9"",""18.3"""
"""","1497825675"",""",18/06/2017,"22:41:15"",""63.9"",""18.3"""
"""","1497825676"",""",18/06/2017,"22:41:16"",""63.9"",""18.3"""
"""","1497825677"",""",18/06/2017,"22:41:17"",""63.9"",""18.3"""
"""","1497825678"",""",18/06/2017,"22:41:18"",""63.9"",""18.3"""
"""","1497825679"",""",18/06/2017,"22:41:19"",""63.9"",""18.3"""
"""","1497825680"",""",18/06/2017,"22:41:20"",""63.9"",""18.3"""
"""","1497825681"",""",18/06/2017,"22:41:21"",""63.9"",""18.3"""
"""","1497825682"",""",18/06/2017,"22:41:22"",""63.9"",""18.3"""
"""","1497825683"",""",18/06/2017,"22:41:23"",""63.9"",""18.3"""
"""","1497825684"",""",18/06/2017,"22:41:24"",""63.9"",""18.3"""
"""","1497825685"",""",18/06/2017,"22:41:25"",""63.9"",""18.3"""
"""","1497825686"",""",18/06/2017,"22:41:26"",""63.9"",""18.3"""
"""","1497825687"",""",18/06/2017,"22:41:27"",""63.9"",""18.3"""
"""","1497825688"",""",18/06/2017,"22:41:28"",""63.9"",""18.3"""
"""","1497825689"",""",18/06/2017,"22:41:29"",""63.9"",""18.3"""
"""","1497825690"",""",18/06/2017,"22:41:30"",""63.9"",""18.3"""
"""","1497825691"",""",18/06/2017,"22:41:31"",""63.9"",""18.3"""
"""","1497825692"",""",18/06/2017,"22:41:32"",""63.9"",""18.3"""
"""","1497825693"",""",18/06/2017,"22:41:33"",""63.9"",""18.3"""
"""","1497825694"",""",18/06/2017,"22:41:34"",""64.0"",""18.3"""
"""","1497825695"",""",18/06/2017,"22:41:35"",""64.0"",""18.3"""
"""","1497825696"",""",18/06/2017,"22:41:36"",""64.0"",""18.3"""
"""","1497825697"",""",18/06/2017,"22:41:37"",""64.0"",""18.3"""
"""","1497825698"",""",18/06/2017,"22:41:38"",""64.0"",""18.3"""
"""","1497825699"",""",18/06/2017,"22:41:39"",""64.0"",""18.3"""
"""","1497825700"",""",18/06/2017,"22:41:40"",""64.0"",""18.3"""
"""","1497825701"",""",18/06/2017,"22:41:41"",""64.0"",""18.3"""
"""","1497825702"",""",18/06/2017,"22:41:42"",""64.0"",""18.3"""
"""","1497825703"",""",18/06/2017,"22:41:43"",""64.0"",""18.3"""
"""","1497825704"",""",18/06/2017,"22:41:44"",""64.0"",""18.3"""
"""","1497825705"",""",18/06/2017,"22:41:45"",""64.0"",""18.3"""
"""","1497825706"",""",18/06/2017,"22:41:46"",""64.0"",""18.3"""
"""","1497825707"",""",18/06/2017,"22:41:47"",""64.0"",""18.3"""
"""","1497825708"",""",18/06/2017,"22:41:48"",""64.1"",""18.3"""
"""","1497825709"",""",18/06/2017,"22:41:49"",""64.1"",""18.3"""
"""","1497825710"",""",18/06/2017,"22:41:50"",""64.1"",""18.3"""
"""","1497825711"",""",18/06/2017,"22:41:51"",""64.1"",""18.3"""
"""","1497825712"",""",18/06/2017,"22:41:52"",""64.1"",""18.3"""
"""","1497825713"",""",18/06/2017,"22:41:53"",""64.1"",""18.3"""
"""","1497825714"",""",18/06/2017,"22:41:54"",""64.1"",""18.3"""
"""","1497825715"",""",18/06/2017,"22:41:55"",""64.1"",""18.3"""
"""","1497825716"",""",18/06/2017,"22:41:56"",""64.1"",""18.3"""
"""","1497825717"",""",18/06/2017,"22:41:57"",""64.1"",""18.3"""
"""","1497825718"",""",18/06/2017,"22:41:58"",""64.1"",""18.3"""
"""","1497825719"",""",18/06/2017,"22:41:59"",""64.1"",""18.3"""
"""","1497825720"",""",18/06/2017,"22:42:0"",""64.1"",""18.3"""
"""","1497825721"",""",18/06/2017,"22:42:1"",""64.1"",""18.3"""
"""","1497825722"",""",18/06/2017,"22:42:2"",""64.1"",""18.3"""
"""","1497825723"",""",18/06/2017,"22:42:3"",""64.2"",""18.3"""
"""","1497825724"",""",18/06/2017,"22:42:4"",""64.2"",""18.3"""
"""","1497825725"",""",18/06/2017,"22:42:5"",""64.2"",""18.3"""
"""","1497825726"",""",18/06/2017,"22:42:6"",""64.2"",""18.3"""
"""","1497825727"",""",18/06/2017,"22:42:7"",""64.2"",""18.3"""
"""","1497825728"",""",18/06/2017,"22:42:8"",""64.2"",""18.3"""
"""","1497825729"",""",18/06/2017,"22:42:9"",""64.2"",""18.3"""
"""","1497825730"",""",18/06/2017,"22:42:10"",""64.2"",""18.3"""
"""","1497825731"",""",18/06/2017,"22:42:11"",""64.2"",""18.3"""
"""","1497825732"",""",18/06/2017,"22:42:12"",""64.2"",""18.3"""
"""","1497825733"",""",18/06/2017,"22:42:13"",""64.2"",""18.3"""
"""","1497825734"",""",18/06/2017,"22:42:14"",""64.2"",""18.3"""
"""","1497825735"",""",18/06/2017,"22:42:15"",""64.2"",""18.3"""
"""","1497825736"",""",18/06/2017,"22:42:16"",""64.2"",""18.3"""
"""","1497825737"",""",18/06/2017,"22:42:17"",""64.2"",""18.3"""
"""","1497825738"",""",18/06/2017,"22:42:18"",""64.2"",""18.3"""
"""","1497825739"",""",18/06/2017,"22:42:19"",""64.2"",""18.3"""
"""","1497825740"",""",18/06/2017,"22:42:20"",""64.2"",""18.3"""
"""","1497825741"",""",18/06/2017,"22:42:21"",""64.2"",""18.3"""
"""","1497825742"",""",18/06/2017,"22:42:22"",""64.2"",""18.3"""
"""","1497825743"",""",18/06/2017,"22:42:23"",""64.1"",""18.2"""
"""","1497825744"",""",18/06/2017,"22:42:24"",""64.1"",""18.2"""
"""","1497825745"",""",18/06/2017,"22:42:25"",""64.1"",""18.2"""
"""","1497825746"",""",18/06/2017,"22:42:26"",""64.1"",""18.2"""
"""","1497825747"",""",18/06/2017,"22:42:27"",""64.1"",""18.2"""
"""","1497825748"",""",18/06/2017,"22:42:28"",""64.1"",""18.2"""
"""","1497825749"",""",18/06/2017,"22:42:29"",""64.2"",""18.2"""
"""","1497825750"",""",18/06/2017,"22:42:30"",""64.2"",""18.2"""
"""","1497825751"",""",18/06/2017,"22:42:31"",""64.2"",""18.2"""
"""","1497825752"",""",18/06/2017,"22:42:32"",""64.2"",""18.2"""
"""","1497825753"",""",18/06/2017,"22:42:33"",""64.2"",""18.2"""
"""","1497825754"",""",18/06/2017,"22:42:34"",""64.2"",""18.2"""
"""","1497825755"",""",18/06/2017,"22:42:35"",""64.2"",""18.2"""
"""","1497825756"",""",18/06/2017,"22:42:36"",""64.2"",""18.2"""
"""","1497825757"",""",18/06/2017,"22:42:37"",""64.2"",""18.2"""
"""","1497825758"",""",18/06/2017,"22:42:38"",""64.2"",""18.2"""
"""","1497825759"",""",18/06/2017,"22:42:39"",""64.2"",""18.2"""
"""","1497825760"",""",18/06/2017,"22:42:40"",""64.2"",""18.2"""
"""","1497825761"",""",18/06/2017,"22:42:41"",""64.2"",""18.2"""
"""","1497825762"",""",18/06/2017,"22:42:42"",""64.2"",""18.2"""
"""","1497825763"",""",18/06/2017,"22:42:43"",""64.3"",""18.2"""
"""","1497825764"",""",18/06/2017,"22:42:44"",""64.3"",""18.2"""
"""","1497825765"",""",18/06/2017,"22:42:45"",""64.3"",""18.2"""
"""","1497825766"",""",18/06/2017,"22:42:46"",""64.3"",""18.2"""
"""","1497825767"",""",18/06/2017,"22:42:47"",""64.3"",""18.2"""
"""","1497825768"",""",18/06/2017,"22:42:48"",""64.3"",""18.2"""
"""","1497825769"",""",18/06/2017,"22:42:49"",""64.3"",""18.2"""
"""","1497825770"",""",18/06/2017,"22:42:50"",""64.3"",""18.2"""
"""","1497825771"",""",18/06/2017,"22:42:51"",""64.3"",""18.2"""
"""","1497825772"",""",18/06/2017,"22:42:52"",""64.4"",""18.2"""
"""","1497825773"",""",18/06/2017,"22:42:53"",""64.4"",""18.2"""
"""","1497825774"",""",18/06/2017,"22:42:54"",""64.4"",""18.2"""
"""","1497825775"",""",18/06/2017,"22:42:55"",""64.4"",""18.2"""
"""","1497825776"",""",18/06/2017,"22:42:56"",""64.4"",""18.2"""
"""","1497825777"",""",18/06/2017,"22:42:57"",""64.4"",""18.2"""
"""","1497825778"",""",18/06/2017,"22:42:58"",""64.4"",""18.2"""
"""","1497825779"",""",18/06/2017,"22:42:59"",""64.4"",""18.2"""
"""","1497825780"",""",18/06/2017,"22:43:0"",""64.4"",""18.2"""
"""","1497825781"",""",18/06/2017,"22:43:1"",""64.4"",""18.2"""
"""","1497825782"",""",18/06/2017,"22:43:2"",""64.4"",""18.2"""
"""","1497825783"",""",18/06/2017,"22:43:3"",""64.4"",""18.2"""
"""","1497825784"",""",18/06/2017,"22:43:4"",""64.4"",""18.2"""
"""","1497825785"",""",18/06/2017,"22:43:5"",""64.4"",""18.2"""
"""","1497825786"",""",18/06/2017,"22:43:6"",""64.4"",""18.2"""
"""","1497825787"",""",18/06/2017,"22:43:7"",""64.4"",""18.2"""
"""","1497825788"",""",18/06/2017,"22:43:8"",""64.4"",""18.2"""
"""","1497825789"",""",18/06/2017,"22:43:9"",""64.4"",""18.2"""
"""","1497825790"",""",18/06/2017,"22:43:10"",""64.4"",""18.2"""
"""","1497825791"",""",18/06/2017,"22:43:11"",""64.5"",""18.2"""
"""","1497825792"",""",18/06/2017,"22:43:12"",""64.5"",""18.2"""
"""","1497825793"",""",18/06/2017,"22:43:13"",""64.5"",""18.2"""
"""","1497825794"",""",18/06/2017,"22:43:14"",""64.5"",""18.2"""
"""","1497825795"",""",18/06/2017,"22:43:15"",""64.5"",""18.2"""
"""","1497825796"",""",18/06/2017,"22:43:16"",""64.5"",""18.2"""
"""","1497825797"",""",18/06/2017,"22:43:17"",""64.5"",""18.2"""
"""","1497825798"",""",18/06/2017,"22:43:18"",""64.5"",""18.2"""
"""","1497825799"",""",18/06/2017,"22:43:19"",""64.5"",""18.2"""
"""","1497825800"",""",18/06/2017,"22:43:20"",""64.5"",""18.2"""
"""","1497825801"",""",18/06/2017,"22:43:21"",""64.5"",""18.2"""
"""","1497825802"",""",18/06/2017,"22:43:22"",""64.5"",""18.2"""
"""","1497825803"",""",18/06/2017,"22:43:23"",""64.5"",""18.2"""
"""","1497825804"",""",18/06/2017,"22:43:24"",""64.5"",""18.2"""
"""","1497825805"",""",18/06/2017,"22:43:25"",""64.5"",""18.2"""
"""","1497825806"",""",18/06/2017,"22:43:26"",""64.5"",""18.2"""
"""","1497825807"",""",18/06/2017,"22:43:27"",""64.5"",""18.2"""
"""","1497825808"",""",18/06/2017,"22:43:28"",""64.5"",""18.2"""
"""","1497825809"",""",18/06/2017,"22:43:29"",""64.5"",""18.2"""
"""","1497825810"",""",18/06/2017,"22:43:30"",""64.5"",""18.2"""
"""","1497825811"",""",18/06/2017,"22:43:31"",""64.5"",""18.2"""
"""","1497825812"",""",18/06/2017,"22:43:32"",""64.5"",""18.2"""
"""","1497825813"",""",18/06/2017,"22:43:33"",""64.5"",""18.2"""
"""","1497825814"",""",18/06/2017,"22:43:34"",""64.5"",""18.2"""
"""","1497825815"",""",18/06/2017,"22:43:35"",""64.5"",""18.2"""
"""","1497825816"",""",18/06/2017,"22:43:36"",""64.5"",""18.2"""
"""","1497825817"",""",18/06/2017,"22:43:37"",""64.5"",""18.2"""
"""","1497825818"",""",18/06/2017,"22:43:38"",""64.5"",""18.2"""
"""","1497825819"",""",18/06/2017,"22:43:39"",""64.4"",""18.1"""
"""","1497825820"",""",18/06/2017,"22:43:40"",""64.4"",""18.1"""
"""","1497825821"",""",18/06/2017,"22:43:41"",""64.5"",""18.2"""
"""","1497825822"",""",18/06/2017,"22:43:42"",""64.5"",""18.2"""
"""","1497825823"",""",18/06/2017,"22:43:43"",""64.4"",""18.1"""
"""","1497825824"",""",18/06/2017,"22:43:44"",""64.4"",""18.1"""
"""","1497825825"",""",18/06/2017,"22:43:45"",""64.4"",""18.1"""
"""","1497825826"",""",18/06/2017,"22:43:46"",""64.4"",""18.1"""
"""","1497825827"",""",18/06/2017,"22:43:47"",""64.4"",""18.1"""
"""","1497825828"",""",18/06/2017,"22:43:48"",""64.5"",""18.2"""
"""","1497825829"",""",18/06/2017,"22:43:49"",""64.5"",""18.2"""
"""","1497825830"",""",18/06/2017,"22:43:50"",""64.4"",""18.1"""
"""","1497825831"",""",18/06/2017,"22:43:51"",""64.4"",""18.1"""
"""","1497825832"",""",18/06/2017,"22:43:52"",""64.4"",""18.1"""
"""","1497825833"",""",18/06/2017,"22:43:53"",""64.4"",""18.1"""
"""","1497825834"",""",18/06/2017,"22:43:54"",""64.4"",""18.1"""
"""","1497825835"",""",18/06/2017,"22:43:55"",""64.4"",""18.1"""
"""","1497825836"",""",18/06/2017,"22:43:56"",""64.4"",""18.1"""
"""","1497825837"",""",18/06/2017,"22:43:57"",""64.4"",""18.1"""
"""","1497825838"",""",18/06/2017,"22:43:58"",""64.4"",""18.1"""
"""","1497825839"",""",18/06/2017,"22:43:59"",""64.4"",""18.1"""
"""","1497825840"",""",18/06/2017,"22:44:0"",""64.4"",""18.1"""
"""","1497825841"",""",18/06/2017,"22:44:1"",""64.4"",""18.1"""
"""","1497825842"",""",18/06/2017,"22:44:2"",""64.4"",""18.1"""
"""","1497825843"",""",18/06/2017,"22:44:3"",""64.4"",""18.1"""
"""","1497825844"",""",18/06/2017,"22:44:4"",""64.4"",""18.1"""
"""","1497825845"",""",18/06/2017,"22:44:5"",""64.4"",""18.1"""
"""","1497825846"",""",18/06/2017,"22:44:6"",""64.4"",""18.1"""
"""","1497825847"",""",18/06/2017,"22:44:7"",""64.4"",""18.1"""
"""","1497825848"",""",18/06/2017,"22:44:8"",""64.3"",""18.1"""
"""","1497825849"",""",18/06/2017,"22:44:9"",""64.3"",""18.1"""
"""","1497825850"",""",18/06/2017,"22:44:10"",""64.4"",""18.1"""
"""","1497825851"",""",18/06/2017,"22:44:11"",""64.4"",""18.1"""
"""","1497825852"",""",18/06/2017,"22:44:12"",""64.4"",""18.1"""
"""","1497825853"",""",18/06/2017,"22:44:13"",""64.4"",""18.1"""
"""","1497825854"",""",18/06/2017,"22:44:14"",""64.4"",""18.1"""
"""","1497825855"",""",18/06/2017,"22:44:15"",""64.4"",""18.1"""
"""","1497825856"",""",18/06/2017,"22:44:16"",""64.4"",""18.1"""
"""","1497825857"",""",18/06/2017,"22:44:17"",""64.3"",""18.1"""
"""","1497825858"",""",18/06/2017,"22:44:18"",""64.3"",""18.1"""
"""","1497825859"",""",18/06/2017,"22:44:19"",""64.3"",""18.1"""
"""","1497825860"",""",18/06/2017,"22:44:20"",""64.3"",""18.1"""
"""","1497825861"",""",18/06/2017,"22:44:21"",""64.3"",""18.1"""
"""","1497825862"",""",18/06/2017,"22:44:22"",""64.2"",""18.1"""
"""","1497825863"",""",18/06/2017,"22:44:23"",""64.2"",""18.1"""
"""","1497825864"",""",18/06/2017,"22:44:24"",""64.2"",""18.1"""
"""","1497825865"",""",18/06/2017,"22:44:25"",""64.2"",""18.1"""
"""","1497825866"",""",18/06/2017,"22:44:26"",""64.2"",""18.1"""
"""","1497825867"",""",18/06/2017,"22:44:27"",""64.2"",""18.1"""
"""","1497825868"",""",18/06/2017,"22:44:28"",""64.1"",""18.0"""
"""","1497825869"",""",18/06/2017,"22:44:29"",""64.1"",""18.0"""
"""","1497825870"",""",18/06/2017,"22:44:30"",""64.1"",""18.0"""
"""","1497825871"",""",18/06/2017,"22:44:31"",""64.1"",""18.0"""
"""","1497825872"",""",18/06/2017,"22:44:32"",""64.1"",""18.0"""
"""","1497825873"",""",18/06/2017,"22:44:33"",""64.1"",""18.0"""
"""","1497825874"",""",18/06/2017,"22:44:34"",""64.2"",""18.1"""
"""","1497825875"",""",18/06/2017,"22:44:35"",""64.2"",""18.1"""
"""","1497825876"",""",18/06/2017,"22:44:36"",""64.2"",""18.0"""
"""","1497825877"",""",18/06/2017,"22:44:37"",""64.2"",""18.0"""
"""","1497825878"",""",18/06/2017,"22:44:38"",""64.3"",""18.1"""
"""","1497825879"",""",18/06/2017,"22:44:39"",""64.3"",""18.1"""
"""","1497825880"",""",18/06/2017,"22:44:40"",""64.2"",""18.0"""
"""","1497825881"",""",18/06/2017,"22:44:41"",""64.2"",""18.0"""
"""","1497825882"",""",18/06/2017,"22:44:42"",""64.2"",""18.0"""
"""","1497825883"",""",18/06/2017,"22:44:43"",""64.2"",""18.0"""
"""","1497825884"",""",18/06/2017,"22:44:44"",""64.2"",""18.0"""
"""","1497825885"",""",18/06/2017,"22:44:45"",""64.2"",""18.0"""
